000000000272;10+79=89
000000000273;10+7-8=9
000000000274;10+7-9=8
000000000275;10+7=8+9
000000000276;10+7=9+8
000000000277;10+80=90
000000000278;10+81=91
000000000279;10+82=92
000000000280;10+83=93
000000000281;10+84=94
000000000282;10+85=95
000000000283;10+86=96
000000000284;10+87=97
000000000285;10+88=98
000000000286;10+89=99
000000000287;10+8-9=9
000000000288;10+8=2x9
000000000289;10+8=3x6
000000000290;10+8=6x3
000000000291;10+8=9+9
000000000292;10+8=9x2
000000000293;10-1-1=8
000000000294;10-1-2=7
000000000295;10-1-3=6
000000000296;10-1-4=5
000000000297;10-1-5=4
000000000298;10-1-6=3
000000000299;10-1-7=2
000000000300;10-1-8=1
000000000301;10-1x1=9
000000000302;10-1x2=8
000000000303;10-1x3=7
000000000304;10-1x4=6
000000000305;10-1x5=5
000000000306;10-1x6=4
000000000307;10-1x7=3
000000000308;10-1x8=2
000000000309;10-1x9=1
000000000310;10-1/1=9
000000000311;10-1=1+8
000000000312;10-1=1x9
000000000313;10-1=2+7
000000000314;10-1=3+6
000000000315;10-1=3x3
000000000316;10-1=4+5
000000000317;10-1=5+4
000000000318;10-1=6+3
000000000319;10-1=7+2
000000000320;10-1=8+1
000000000321;10-1=9x1
000000000322;10-1=9/1
000000000323;10-2+1=9
000000000324;10-2-1=7
000000000325;10-2-2=6
000000000326;10-2-3=5
000000000327;10-2-4=4
000000000328;10-2-5=3
000000000329;10-2-6=2
000000000330;10-2-7=1
000000000331;10-2x1=8
000000000332;10-2x2=6
000000000333;10-2x3=4
000000000334;10-2x4=2
000000000335;10-2/1=8
000000000336;10-2/2=9
000000000337;10-2=1+7
000000000338;10-2=1x8
000000000339;10-2=2+6
000000000340;10-2=2x4
000000000341;10-2=3+5
000000000342;10-2=4+4
000000000343;10-2=4x2
000000000344;10-2=5+3
000000000345;10-2=6+2
000000000346;10-2=7+1
000000000347;10-2=8x1
000000000348;10-2=8/1
000000000349;10-2=9-1
000000000350;10-3+1=8
000000000351;10-3+2=9
000000000352;10-3-1=6
000000000353;10-3-2=5
000000000354;10-3-3=4
000000000355;10-3-4=3
000000000356;10-3-5=2
000000000357;10-3-6=1
000000000358;10-3x1=7
000000000359;10-3x2=4
000000000360;10-3x3=1
000000000361;10-3/1=7
000000000362;10-3/3=9
000000000363;10-3=1+6
000000000364;10-3=1x7
000000000365;10-3=2+5
000000000366;10-3=3+4
000000000367;10-3=4+3
000000000368;10-3=5+2
000000000369;10-3=6+1
000000000370;10-3=7x1
000000000371;10-3=7/1
000000000372;10-3=8-1
000000000373;10-3=9-2
000000000374;10-4+1=7
000000000375;10-4+2=8
000000000376;10-4+3=9
000000000377;10-4-1=5
000000000378;10-4-2=4
000000000379;10-4-3=3
000000000380;10-4-4=2
000000000381;10-4-5=1
000000000382;10-4x1=6
000000000383;10-4x2=2
000000000384;10-4/1=6
000000000385;10-4/2=8
000000000386;10-4/4=9
000000000387;10-4=1+5
000000000388;10-4=1x6
000000000389;10-4=2+4
000000000390;10-4=2x3
000000000391;10-4=3+3
000000000392;10-4=3x2
000000000393;10-4=4+2
000000000394;10-4=5+1
000000000395;10-4=6x1
000000000396;10-4=6/1
000000000397;10-4=7-1
000000000398;10-4=8-2
000000000399;10-4=9-3
000000000400;10-5+1=6
000000000401;10-5+2=7
000000000402;10-5+3=8
000000000403;10-5+4=9
000000000404;10-5-1=4
000000000405;10-5-2=3
000000000406;10-5-3=2
000000000407;10-5-4=1
000000000408;10-5x1=5
000000000409;10-5/1=5
000000000410;10-5/5=9
000000000411;10-5=1+4
000000000412;10-5=1x5
000000000413;10-5=2+3
000000000414;10-5=3+2
000000000415;10-5=4+1
000000000416;10-5=5x1
000000000417;10-5=5/1
000000000418;10-5=6-1
000000000419;10-5=7-2
000000000420;10-5=8-3
000000000421;10-5=9-4
000000000422;10-6+1=5
000000000423;10-6+2=6
000000000424;10-6+3=7
000000000425;10-6+4=8
000000000426;10-6+5=9
000000000427;10-6-1=3
000000000428;10-6-2=2
000000000429;10-6-3=1
000000000430;10-6x1=4
000000000431;10-6/1=4
000000000432;10-6/2=7
000000000433;10-6/3=8
000000000434;10-6/6=9
000000000435;10-6=1+3
000000000436;10-6=1x4
000000000437;10-6=2+2
000000000438;10-6=2x2
000000000439;10-6=3+1
000000000440;10-6=4x1
000000000441;10-6=4/1
000000000442;10-6=5-1
000000000443;10-6=6-2
000000000444;10-6=7-3
000000000445;10-6=8-4
000000000446;10-6=8/2
000000000447;10-6=9-5
000000000448;10-7+1=4
000000000449;10-7+2=5
000000000450;10-7+3=6
000000000451;10-7+4=7
000000000452;10-7+5=8
000000000453;10-7+6=9
000000000454;10-7-1=2
000000000455;10-7-2=1
000000000456;10-7x1=3
000000000457;10-7/1=3
000000000458;10-7/7=9
000000000459;10-7=1+2
000000000460;10-7=1x3
000000000461;10-7=2+1
000000000462;10-7=3x1
000000000463;10-7=3/1
000000000464;10-7=4-1
000000000465;10-7=5-2
000000000466;10-7=6-3
000000000467;10-7=6/2
000000000468;10-7=7-4
000000000469;10-7=8-5
000000000470;10-7=9-6
000000000471;10-7=9/3
000000000472;10-8+1=3
000000000473;10-8+2=4
000000000474;10-8+3=5
000000000475;10-8+4=6
000000000476;10-8+5=7
000000000477;10-8+6=8
000000000478;10-8+7=9
000000000479;10-8-1=1
000000000480;10-8x1=2
000000000481;10-8/1=2
000000000482;10-8/2=6
000000000483;10-8/4=8
000000000484;10-8/8=9
000000000485;10-8=1+1
000000000486;10-8=1x2
000000000487;10-8=2x1
000000000488;10-8=2/1
000000000489;10-8=3-1
000000000490;10-8=4-2
000000000491;10-8=4/2
000000000492;10-8=5-3
000000000493;10-8=6-4
000000000494;10-8=6/3
000000000495;10-8=7-5
000000000496;10-8=8-6
000000000497;10-8=8/4
000000000498;10-8=9-7
000000000499;10-9+1=2
000000000500;10-9+2=3
000000000501;10-9+3=4
000000000502;10-9+4=5
000000000503;10-9+5=6
000000000504;10-9+6=7
000000000505;10-9+7=8
000000000506;10-9+8=9
000000000507;10-9x1=1
000000000508;10-9/1=1
000000000509;10-9/3=7
000000000510;10-9/9=9
000000000511;10-9=1x1
000000000512;10-9=1/1
000000000513;10-9=2-1
000000000514;10-9=2/2
000000000515;10-9=3-2
000000000516;10-9=3/3
000000000517;10-9=4-3
000000000518;10-9=4/4
000000000519;10-9=5-4
000000000520;10-9=5/5
000000000521;10-9=6-5
000000000522;10-9=6/6
000000000523;10-9=7-6
000000000524;10-9=7/7
000000000525;10-9=8-7
000000000526;10-9=8/8
000000000527;10-9=9-8
000000000528;10-9=9/9
000000000529;10x1-1=9
000000000530;10x1-2=8
000000000531;10x1-3=7
000000000532;10x1-4=6
000000000533;10x1-5=5
000000000534;10x1-6=4
000000000535;10x1-7=3
000000000536;10x1-8=2
000000000537;10x1-9=1
000000000538;10x1/2=5
000000000539;10x1/5=2
000000000540;10x1=1+9
000000000541;10x1=2+8
000000000542;10x1=2x5
000000000543;10x1=3+7
000000000544;10x1=4+6
000000000545;10x1=5+5
000000000546;10x1=5x2
000000000547;10x1=6+4
000000000548;10x1=7+3
000000000549;10x1=8+2
000000000550;10x1=9+1
000000000551;10x2/4=5
000000000552;10x2/5=4
000000000553;10x2=4x5
000000000554;10x2=5x4
000000000555;10x3/5=6
000000000556;10x3/6=5
000000000557;10x3=5x6
000000000558;10x3=6x5
000000000559;10x4/5=8
000000000560;10x4/8=5
000000000561;10x4=5x8
000000000562;10x4=8x5
000000000563;10/1-1=9
000000000564;10/1-2=8
000000000565;10/1-3=7
000000000566;10/1-4=6
000000000567;10/1-5=5
000000000568;10/1-6=4
000000000569;10/1-7=3
000000000570;10/1-8=2
000000000571;10/1-9=1
000000000572;10/1/2=5
000000000573;10/1/5=2
000000000574;10/1=1+9
000000000575;10/1=2+8
000000000576;10/1=2x5
000000000577;10/1=3+7
000000000578;10/1=4+6
000000000579;10/1=5+5
000000000580;10/1=5x2
000000000581;10/1=6+4
000000000582;10/1=7+3
000000000583;10/1=8+2
000000000584;10/1=9+1
000000000585;10/2+1=6
000000000586;10/2+2=7
000000000587;10/2+3=8
000000000588;10/2+4=9
000000000589;10/2-1=4
000000000590;10/2-2=3
000000000591;10/2-3=2
000000000592;10/2-4=1
000000000593;10/2x1=5
000000000594;10/2/1=5
000000000595;10/2/5=1
000000000596;10/2=1+4
000000000597;10/2=1x5
000000000598;10/2=2+3
000000000599;10/2=3+2
000000000600;10/2=4+1
000000000601;10/2=5x1
000000000602;10/2=5/1
000000000603;10/2=6-1
000000000604;10/2=7-2
000000000605;10/2=8-3
000000000606;10/2=9-4
000000000607;10/4x2=5
000000000608;10/4=5/2
000000000609;10/5+1=3
000000000610;10/5+2=4
000000000611;10/5+3=5
000000000612;10/5+4=6
000000000613;10/5+5=7
000000000614;10/5+6=8
000000000615;10/5+7=9
000000000616;10/5-1=1
000000000617;10/5x1=2
000000000618;10/5x2=4
000000000619;10/5x3=6
000000000620;10/5x4=8
000000000621;10/5/1=2
000000000622;10/5/2=1
000000000623;10/5=1+1
000000000624;10/5=1x2
000000000625;10/5=2x1
000000000626;10/5=2/1
000000000627;10/5=3-1
000000000628;10/5=4-2
000000000629;10/5=4/2
000000000630;10/5=5-3
000000000631;10/5=6-4
000000000632;10/5=6/3
000000000633;10/5=7-5
000000000634;10/5=8-6
000000000635;10/5=8/4
000000000636;10/5=9-7
000000000637;10/6x3=5
000000000638;10/6=5/3
000000000639;10/8x4=5
000000000640;10/8=5/4
000000000641;110/22=5
000000000642;110/2=55
000000000643;110/55=2
000000000644;110/5=22
000000000645;111/37=3
000000000646;111/3=37
000000000647;112/14=8
000000000648;112/16=7
000000000649;112/28=4
000000000650;112/2=56
000000000651;112/4=28
000000000652;112/56=2
000000000653;112/7=16
000000000654;112/8=14
000000000655;114/19=6
000000000656;114/2=57
000000000657;114/38=3
000000000658;114/3=38
000000000659;114/57=2
000000000660;114/6=19
000000000661;115/23=5
000000000662;115/5=23
000000000663;116/29=4
000000000664;116/2=58
000000000665;116/4=29
000000000666;116/58=2
000000000667;117/13=9
000000000668;117/39=3
000000000669;117/3=39
000000000670;117/9=13
000000000671;118/2=59
000000000672;118/59=2
000000000673;119/17=7
000000000674;119/7=17
000000000675;11+10=21
000000000676;11+11=22
000000000677;11+12=23
000000000678;11+13=24
000000000679;11+14=25
000000000680;11+15=26
000000000681;11+16=27
000000000682;11+17=28
000000000683;11+18=29
000000000684;11+19=30
000000000685;11+1-3=9
000000000686;11+1-4=8
000000000687;11+1-5=7
000000000688;11+1-6=6
000000000689;11+1-7=5
000000000690;11+1-8=4
000000000691;11+1-9=3
000000000692;11+1=2x6
000000000693;11+1=3+9
000000000694;11+1=3x4
000000000695;11+1=4+8
000000000696;11+1=4x3
000000000697;11+1=5+7
000000000698;11+1=6+6
000000000699;11+1=6x2
000000000700;11+1=7+5
000000000701;11+1=8+4
000000000702;11+1=9+3
000000000703;11+20=31
000000000704;11+21=32
000000000705;11+22=33
000000000706;11+23=34
000000000707;11+24=35
000000000708;11+25=36
000000000709;11+26=37
000000000710;11+27=38
000000000711;11+28=39
000000000712;11+29=40
000000000713;11+2-4=9
000000000714;11+2-5=8
000000000715;11+2-6=7
000000000716;11+2-7=6
000000000717;11+2-8=5
000000000718;11+2-9=4
000000000719;11+2=4+9
000000000720;11+2=5+8
000000000721;11+2=6+7
000000000722;11+2=7+6
000000000723;11+2=8+5
000000000724;11+2=9+4
000000000725;11+30=41
000000000726;11+31=42
000000000727;11+32=43
000000000728;11+33=44
000000000729;11+34=45
000000000730;11+35=46
000000000731;11+36=47
000000000732;11+37=48
000000000733;11+38=49
000000000734;11+39=50
000000000735;11+3-5=9
000000000736;11+3-6=8
000000000737;11+3-7=7
000000000738;11+3-8=6
000000000739;11+3-9=5
000000000740;11+3=2x7
000000000741;11+3=5+9
000000000742;11+3=6+8
000000000743;11+3=7+7
000000000744;11+3=7x2
000000000745;11+3=8+6
000000000746;11+3=9+5
000000000747;11+40=51
000000000748;11+41=52
000000000749;11+42=53
000000000750;11+43=54
000000000751;11+44=55
000000000752;11+45=56
000000000753;11+46=57
000000000754;11+47=58
000000000755;11+48=59
000000000756;11+49=60
000000000757;11+4-6=9
000000000758;11+4-7=8
000000000759;11+4-8=7
000000000760;11+4-9=6
000000000761;11+4=3x5
000000000762;11+4=5x3
000000000763;11+4=6+9
000000000764;11+4=7+8
000000000765;11+4=8+7
000000000766;11+4=9+6
000000000767;11+50=61
000000000768;11+51=62
000000000769;11+52=63
000000000770;11+53=64
000000000771;11+54=65
000000000772;11+55=66
000000000773;11+56=67
000000000774;11+57=68
000000000775;11+58=69
000000000776;11+59=70
000000000777;11+5-7=9
000000000778;11+5-8=8
000000000779;11+5-9=7
000000000780;11+5=2x8
000000000781;11+5=4x4
000000000782;11+5=7+9
000000000783;11+5=8+8
000000000784;11+5=8x2
000000000785;11+5=9+7
000000000786;11+60=71
000000000787;11+61=72
000000000788;11+62=73
000000000789;11+63=74
000000000790;11+64=75
000000000791;11+65=76
000000000792;11+66=77
000000000793;11+67=78
000000000794;11+68=79
000000000795;11+69=80
000000000796;11+6-8=9
000000000797;11+6-9=8
000000000798;11+6=8+9
000000000799;11+6=9+8
000000000800;11+70=81
000000000801;11+71=82
000000000802;11+72=83
000000000803;11+73=84
000000000804;11+74=85
000000000805;11+75=86
000000000806;11+76=87
000000000807;11+77=88
000000000808;11+78=89
000000000809;11+79=90
000000000810;11+7-9=9
000000000811;11+7=2x9
000000000812;11+7=3x6
000000000813;11+7=6x3
000000000814;11+7=9+9
000000000815;11+7=9x2
000000000816;11+80=91
000000000817;11+81=92
000000000818;11+82=93
000000000819;11+83=94
000000000820;11+84=95
000000000821;11+85=96
000000000822;11+86=97
000000000823;11+87=98
000000000824;11+88=99
000000000825;11+9=4x5
000000000826;11+9=5x4
000000000827;11-1-1=9
000000000828;11-1-2=8
000000000829;11-1-3=7
000000000830;11-1-4=6
000000000831;11-1-5=5
000000000832;11-1-6=4
000000000833;11-1-7=3
000000000834;11-1-8=2
000000000835;11-1-9=1
000000000836;11-1x2=9
000000000837;11-1x3=8
000000000838;11-1x4=7
000000000839;11-1x5=6
000000000840;11-1x6=5
000000000841;11-1x7=4
000000000842;11-1x8=3
000000000843;11-1x9=2
000000000844;11-1=1+9
000000000845;11-1=2+8
000000000846;11-1=2x5
000000000847;11-1=3+7
000000000848;11-1=4+6
000000000849;11-1=5+5
000000000850;11-1=5x2
000000000851;11-1=6+4
000000000852;11-1=7+3
000000000853;11-1=8+2
000000000854;11-1=9+1
000000000855;11-2-1=8
000000000856;11-2-2=7
000000000857;11-2-3=6
000000000858;11-2-4=5
000000000859;11-2-5=4
000000000860;11-2-6=3
000000000861;11-2-7=2
000000000862;11-2-8=1
000000000863;11-2x1=9
000000000864;11-2x2=7
000000000865;11-2x3=5
000000000866;11-2x4=3
000000000867;11-2x5=1
000000000868;11-2/1=9
000000000869;11-2=1+8
000000000870;11-2=1x9
000000000871;11-2=2+7
000000000872;11-2=3+6
000000000873;11-2=3x3
000000000874;11-2=4+5
000000000875;11-2=5+4
000000000876;11-2=6+3
000000000877;11-2=7+2
000000000878;11-2=8+1
000000000879;11-2=9x1
000000000880;11-2=9/1
000000000881;11-3+1=9
000000000882;11-3-1=7
000000000883;11-3-2=6
000000000884;11-3-3=5
000000000885;11-3-4=4
000000000886;11-3-5=3
000000000887;11-3-6=2
000000000888;11-3-7=1
000000000889;11-3x1=8
000000000890;11-3x2=5
000000000891;11-3x3=2
000000000892;11-3/1=8
000000000893;11-3=1+7
000000000894;11-3=1x8
000000000895;11-3=2+6
000000000896;11-3=2x4
000000000897;11-3=3+5
000000000898;11-3=4+4
000000000899;11-3=4x2
000000000900;11-3=5+3
000000000901;11-3=6+2
000000000902;11-3=7+1
000000000903;11-3=8x1
000000000904;11-3=8/1
000000000905;11-3=9-1
000000000906;11-4+1=8
000000000907;11-4+2=9
000000000908;11-4-1=6
000000000909;11-4-2=5
000000000910;11-4-3=4
000000000911;11-4-4=3
000000000912;11-4-5=2
000000000913;11-4-6=1
000000000914;11-4x1=7
000000000915;11-4x2=3
000000000916;11-4/1=7
000000000917;11-4/2=9
000000000918;11-4=1+6
000000000919;11-4=1x7
000000000920;11-4=2+5
000000000921;11-4=3+4
000000000922;11-4=4+3
000000000923;11-4=5+2
000000000924;11-4=6+1
000000000925;11-4=7x1
000000000926;11-4=7/1
000000000927;11-4=8-1
000000000928;11-4=9-2
000000000929;11-5+1=7
000000000930;11-5+2=8
000000000931;11-5+3=9
000000000932;11-5-1=5
000000000933;11-5-2=4
000000000934;11-5-3=3
000000000935;11-5-4=2
000000000936;11-5-5=1
000000000937;11-5x1=6
000000000938;11-5x2=1
000000000939;11-5/1=6
000000000940;11-5=1+5
000000000941;11-5=1x6
000000000942;11-5=2+4
000000000943;11-5=2x3
000000000944;11-5=3+3
000000000945;11-5=3x2
000000000946;11-5=4+2
000000000947;11-5=5+1
000000000948;11-5=6x1
000000000949;11-5=6/1
000000000950;11-5=7-1
000000000951;11-5=8-2
000000000952;11-5=9-3
000000000953;11-6+1=6
000000000954;11-6+2=7
000000000955;11-6+3=8
000000000956;11-6+4=9
000000000957;11-6-1=4
000000000958;11-6-2=3
000000000959;11-6-3=2
000000000960;11-6-4=1
000000000961;11-6x1=5
000000000962;11-6/1=5
000000000963;11-6/2=8
000000000964;11-6/3=9
000000000965;11-6=1+4
000000000966;11-6=1x5
000000000967;11-6=2+3
000000000968;11-6=3+2
000000000969;11-6=4+1
000000000970;11-6=5x1
000000000971;11-6=5/1
000000000972;11-6=6-1
000000000973;11-6=7-2
000000000974;11-6=8-3
000000000975;11-6=9-4
000000000976;11-7+1=5
000000000977;11-7+2=6
000000000978;11-7+3=7
000000000979;11-7+4=8
000000000980;11-7+5=9
000000000981;11-7-1=3
000000000982;11-7-2=2
000000000983;11-7-3=1
000000000984;11-7x1=4
000000000985;11-7/1=4
000000000986;11-7=1+3
000000000987;11-7=1x4
000000000988;11-7=2+2
000000000989;11-7=2x2
000000000990;11-7=3+1
000000000991;11-7=4x1
000000000992;11-7=4/1
000000000993;11-7=5-1
000000000994;11-7=6-2
000000000995;11-7=7-3
000000000996;11-7=8-4
000000000997;11-7=8/2
000000000998;11-7=9-5
000000000999;11-8+1=4
000000001000;11-8+2=5
000000001001;11-8+3=6
000000001002;11-8+4=7
000000001003;11-8+5=8
000000001004;11-8+6=9
000000001005;11-8-1=2
000000001006;11-8-2=1
000000001007;11-8x1=3
000000001008;11-8/1=3
000000001009;11-8/2=7
000000001010;11-8/4=9
000000001011;11-8=1+2
000000001012;11-8=1x3
000000001013;11-8=2+1
000000001014;11-8=3x1
000000001015;11-8=3/1
000000001016;11-8=4-1
000000001017;11-8=5-2
000000001018;11-8=6-3
000000001019;11-8=6/2
000000001020;11-8=7-4
000000001021;11-8=8-5
000000001022;11-8=9-6
000000001023;11-8=9/3
000000001024;11-9+1=3
000000001025;11-9+2=4
000000001026;11-9+3=5
000000001027;11-9+4=6
000000001028;11-9+5=7
000000001029;11-9+6=8
000000001030;11-9+7=9
000000001031;11-9-1=1
000000001032;11-9x1=2
000000001033;11-9/1=2
000000001034;11-9/3=8
000000001035;11-9=1+1
000000001036;11-9=1x2
000000001037;11-9=2x1
000000001038;11-9=2/1
000000001039;11-9=3-1
000000001040;11-9=4-2
000000001041;11-9=4/2
000000001042;11-9=5-3
000000001043;11-9=6-4
000000001044;11-9=6/3
000000001045;11-9=7-5
000000001046;11-9=8-6
000000001047;11-9=8/4
000000001048;11-9=9-7
000000001049;11x1-2=9
000000001050;11x1-3=8
000000001051;11x1-4=7
000000001052;11x1-5=6
000000001053;11x1-6=5
000000001054;11x1-7=4
000000001055;11x1-8=3
000000001056;11x1-9=2
000000001057;11x1=2+9
000000001058;11x1=3+8
000000001059;11x1=4+7
000000001060;11x1=5+6
000000001061;11x1=6+5
000000001062;11x1=7+4
000000001063;11x1=8+3
000000001064;11x1=9+2
000000001065;11/1-2=9
000000001066;11/1-3=8
000000001067;11/1-4=7
000000001068;11/1-5=6
000000001069;11/1-6=5
000000001070;11/1-7=4
000000001071;11/1-8=3
000000001072;11/1-9=2
000000001073;11/1=2+9
000000001074;11/1=3+8
000000001075;11/1=4+7
000000001076;11/1=5+6
000000001077;11/1=6+5
000000001078;11/1=7+4
000000001079;11/1=8+3
000000001080;11/1=9+2
000000001081;120/15=8
000000001082;120/20=6
000000001083;120/24=5
000000001084;120/2=60
000000001085;120/30=4
000000001086;120/3=40
000000001087;120/40=3
000000001088;120/4=30
000000001089;120/5=24
000000001090;120/60=2
000000001091;120/6=20
000000001092;120/8=15
000000001093;122/2=61
000000001094;122/61=2
000000001095;123/3=41
000000001096;123/41=3
000000001097;124/2=62
000000001098;124/31=4
000000001099;124/4=31
000000001100;124/62=2
000000001101;125/25=5
000000001102;125/5=25
000000001103;126/14=9
000000001104;126/18=7
000000001105;126/21=6
000000001106;126/2=63
000000001107;126/3=42
000000001108;126/42=3
000000001109;126/63=2
000000001110;126/6=21
000000001111;126/7=18
000000001112;126/9=14
000000001113;128/16=8
000000001114;128/2=64
000000001115;128/32=4
000000001116;128/4=32
000000001117;128/64=2
000000001118;128/8=16
000000001119;129/3=43
000000001120;129/43=3
000000001121;12+10=22
000000001122;12+11=23
000000001123;12+12=24
000000001124;12+13=25
000000001125;12+14=26
000000001126;12+15=27
000000001127;12+16=28
000000001128;12+17=29
000000001129;12+18=30
000000001130;12+19=31
000000001131;12+1-4=9
000000001132;12+1-5=8
